# -b
-1.840000	53.437222
-1.799167	53.331111
-1.946389	53.070000
-2.015556	53.125556
-1.840000	53.437222
# -b
-2.015556	53.125556
-1.946389	53.070000
-1.973889	53.020833
-2.148333	52.974444
-2.553889	52.982778
-2.666944	53.078611
-2.730278	53.107222
-2.379444	53.100556
-2.015556	53.125556
# -b
-1.830000	52.975833
-1.594722	52.783889
-1.007222	52.231944
-1.113889	52.180278
-1.438056	52.109167
-1.580556	52.193056
-1.579238	52.192712
-1.608687	52.186289
-1.638778	52.181087
-1.670000	52.177500
-1.699722	52.241944
-2.228611	52.704444
-1.871111	52.800000
-1.830000	52.975833
# -b
-1.338056	51.083056
-1.456111	51.023056
-1.426667	51.075833
-1.426623	51.076117
-1.415926	51.078278
-1.405061	51.080079
-1.394060	51.081514
-1.382954	51.082579
-1.371773	51.083271
-1.360550	51.083589
-1.349316	51.083531
-1.338056	51.083056
# -b
-1.338056	51.083056
-1.338103	51.083097
-1.326692	51.082267
-1.315370	51.081048
-1.304169	51.079444
-1.293123	51.077460
-1.282264	51.075100
-1.271625	51.072374
-1.261235	51.069287
-1.251127	51.065850
-1.241330	51.062073
-1.231872	51.057966
-1.222782	51.053542
-1.214087	51.048814
-1.205811	51.043795
-1.197980	51.038501
-1.190616	51.032948
-1.183741	51.027150
-1.177500	51.020833
-1.287222	50.824444
-1.397222	50.676389
-1.640000	50.744722
-2.048333	50.676667
-2.049250	50.676617
-2.057955	50.683987
-2.066005	50.691649
-2.073373	50.699581
-2.080039	50.707757
-2.085980	50.716154
-2.091181	50.724745
-2.095623	50.733504
-2.099295	50.742405
-2.102184	50.751420
-2.104282	50.760523
-2.105583	50.769685
-2.106082	50.778878
-2.105779	50.788074
-2.104673	50.797247
-2.102769	50.806366
-2.100072	50.815405
-2.095833	50.823889
-1.513056	50.920000
-1.456111	51.023056
-1.338056	51.083056
# -b
-1.362778	51.116667
-1.362764	51.116900
-1.348500	51.116865
-1.334259	51.116346
-1.320083	51.115343
-1.306014	51.113861
-1.292092	51.111903
-1.278357	51.109475
-1.264851	51.106585
-1.251611	51.103240
-1.238677	51.099450
-1.226086	51.095227
-1.213874	51.090582
-1.202078	51.085529
-1.190731	51.080083
-1.179866	51.074260
-1.169515	51.068076
-1.159722	51.061111
-1.177500	51.020833
-1.177376	51.021127
-1.183695	51.027109
-1.190516	51.032868
-1.197820	51.038387
-1.205585	51.043650
-1.213789	51.048642
-1.222408	51.053349
-1.231416	51.057756
-1.240789	51.061850
-1.250498	51.065621
-1.260515	51.069057
-1.270812	51.072148
-1.281358	51.074885
-1.292123	51.077260
-1.303075	51.079266
-1.314183	51.080897
-1.325414	51.082149
-1.336736	51.083019
-1.348116	51.083502
-1.359521	51.083599
-1.370918	51.083308
-1.382273	51.082632
-1.393553	51.081570
-1.404727	51.080128
-1.415761	51.078308
-1.426667	51.075833
-1.362778	51.116667
# -b
-1.426667	51.075833
-1.513056	50.920000
-1.680833	50.892778
-1.426667	51.075833
# -b
-1.324444	51.141111
-1.138056	51.110000
-1.159722	51.061111
-1.159709	51.061549
-1.169515	51.068076
-1.179866	51.074260
-1.190731	51.080083
-1.202078	51.085529
-1.213874	51.090582
-1.226086	51.095227
-1.238677	51.099450
-1.251611	51.103240
-1.264851	51.106585
-1.278357	51.109475
-1.292092	51.111903
-1.306014	51.113861
-1.320083	51.115343
-1.334259	51.116346
-1.348500	51.116865
-1.362778	51.116667
-1.324444	51.141111
# -b
-1.255000	50.882500
-1.059444	50.909722
-1.287222	50.824444
-1.255000	50.882500
# -b
-1.138056	51.110000
-1.115833	51.072222
-1.059444	50.909722
-1.255000	50.882500
-1.177500	51.020833
-1.138056	51.110000
# -b
-1.886944	50.703889
-1.640000	50.744722
